ordernumber,order_date,ship_date,customer_name_index,channel,currency_code,warehouse_code,delivery_region_index,product_description_index,order_quantity,unit_selling_price,unit_cost,sales,total_cost,profit
SO - 000167,20-07-2017,24-07-2017,30,Wholesale,NZD,AXW291,50,2,6,3852.5,2465.6,23115,14793.6,8321.4
SO - 0006812,23-07-2017,04-08-2017,14,Wholesale,NZD,AXW291,47,2,12,6023.3,3132.116,72279.6,37585.392,34694.208
SO - 0001862,24-07-2017,29-07-2017,12,Wholesale,NZD,AXW291,100,2,6,2365.1,1750.174,14190.6,10501.044,3689.556
SO - 000326,25-07-2017,31-07-2017,22,Wholesale,NZD,AXW291,50,2,11,1212.7,945.906,13339.7,10404.966,2934.734
SO - 0002736,03-08-2017,09-08-2017,43,Wholesale,NZD,AXW291,22,2,5,3999.9,1919.952,19999.5,9599.76,10399.74
SO - 0004109,03-08-2017,16-08-2017,2,Wholesale,NZD,AXW291,5,2,9,1989.9,1591.92,17909.1,14327.28,3581.82
SO - 0004098,12-08-2017,29-08-2017,40,Wholesale,NZD,AXW291,44,2,10,1005,723.6,10050,7236,2814
SO - 0001167,15-08-2017,20-08-2017,22,Wholesale,NZD,AXW291,5,2,8,1809,1212.03,14472,9696.24,4775.76
SO - 0003362,17-08-2017,25-08-2017,49,Wholesale,NZD,AXW291,47,2,9,2318.2,1669.104,20863.8,15021.936,5841.864
SO - 0006468,28-08-2017,04-09-2017,12,Wholesale,NZD,AXW291,16,2,8,3845.8,2269.022,30766.4,18152.176,12614.224
SO - 0006518,28-08-2017,01-09-2017,17,Wholesale,NZD,AXW291,63,2,6,891.1,570.304,5346.6,3421.824,1924.776
SO - 0003355,30-08-2017,08-09-2017,16,Wholesale,NZD,AXW291,82,2,9,3819,2405.97,34371,21653.73,12717.27
SO - 0004277,01-09-2017,09-09-2017,18,Wholesale,NZD,AXW291,46,2,11,6405.2,2882.34,70457.2,31705.74,38751.46
SO - 0001119,03-09-2017,17-09-2017,26,Wholesale,NZD,AXW291,60,2,6,5835.7,4726.917,35014.2,28361.502,6652.698
SO - 0005611,07-09-2017,15-09-2017,28,Wholesale,NZD,AXW291,11,2,6,931.3,447.024,5587.8,2682.144,2905.656
SO - 0004864,12-09-2017,30-09-2017,35,Wholesale,NZD,AXW291,10,2,9,1011.7,414.797,9105.3,3733.173,5372.127
SO - 0007320,12-09-2017,28-09-2017,16,Wholesale,NZD,AXW291,66,2,5,1118.9,794.419,5594.5,3972.095,1622.405
SO - 000139,20-09-2017,25-09-2017,34,Wholesale,NZD,AXW291,42,2,6,3497.4,1958.544,20984.4,11751.264,9233.136
SO - 0001846,21-09-2017,24-09-2017,30,Wholesale,NZD,AXW291,52,2,12,1969.8,1378.86,23637.6,16546.32,7091.28
SO - 0001885,21-09-2017,04-10-2017,11,Wholesale,NZD,AXW291,86,2,8,3899.4,3275.496,31195.2,26203.968,4991.232
SO - 0004701,21-09-2017,03-10-2017,40,Wholesale,NZD,AXW291,19,2,5,3839.1,1881.159,19195.5,9405.795,9789.705
SO - 0001819,02-10-2017,05-10-2017,24,Wholesale,NZD,AXW291,48,2,12,2224.4,1801.764,26692.8,21621.168,5071.632
SO - 0004891,03-10-2017,07-10-2017,36,Wholesale,NZD,AXW291,62,2,5,194.3,161.269,971.5,806.345,165.155
SO - 000257,04-10-2017,20-10-2017,41,Wholesale,NZD,AXW291,6,2,10,2003.3,801.32,20033,8013.2,12019.8
SO - 0002839,09-10-2017,24-10-2017,9,Wholesale,NZD,AXW291,50,2,6,931.3,474.963,5587.8,2849.778,2738.022
SO - 0006100,15-10-2017,29-10-2017,38,Wholesale,NZD,AXW291,68,2,8,1112.2,556.1,8897.6,4448.8,4448.8
SO - 0005308,23-10-2017,30-10-2017,26,Wholesale,NZD,AXW291,15,2,9,167.5,130.65,1507.5,1175.85,331.65
SO - 0007204,25-10-2017,28-10-2017,7,Wholesale,NZD,AXW291,87,2,10,227.8,134.402,2278,1344.02,933.98
SO - 0006163,01-11-2017,13-11-2017,27,Wholesale,NZD,AXW291,76,2,10,1058.6,529.3,10586,5293,5293
SO - 0001674,02-11-2017,13-11-2017,1,Wholesale,NZD,AXW291,6,2,10,207.7,83.08,2077,830.8,1246.2
SO - 0002202,07-11-2017,23-11-2017,8,Wholesale,NZD,AXW291,70,2,9,3879.3,2056.029,34913.7,18504.261,16409.439
SO - 0003703,09-11-2017,15-11-2017,44,Wholesale,NZD,AXW291,100,2,8,247.9,168.572,1983.2,1348.576,634.624
SO - 0002966,11-11-2017,28-11-2017,29,Wholesale,NZD,AXW291,90,2,5,1078.7,755.09,5393.5,3775.45,1618.05
SO - 0004629,11-11-2017,25-11-2017,49,Wholesale,NZD,AXW291,16,2,11,810.7,680.988,8917.7,7490.868,1426.832
SO - 0001200,13-11-2017,19-11-2017,32,Wholesale,NZD,AXW291,36,2,12,1306.5,888.42,15678,10661.04,5016.96
SO - 0007209,20-11-2017,30-11-2017,37,Wholesale,NZD,AXW291,9,2,10,2499.1,2099.244,24991,20992.44,3998.56
SO - 0007871,30-11-2017,17-12-2017,46,Wholesale,NZD,AXW291,46,2,12,1058.6,846.88,12703.2,10162.56,2540.64
SO - 0007990,04-12-2017,17-12-2017,47,Wholesale,NZD,AXW291,13,2,8,3993.2,2395.92,31945.6,19167.36,12778.24
SO - 0008006,04-12-2017,18-12-2017,29,Wholesale,NZD,AXW291,86,2,6,3825.7,3251.845,22954.2,19511.07,3443.13
SO - 000666,05-12-2017,11-12-2017,22,Wholesale,NZD,AXW291,84,2,11,5782.1,4394.396,63603.1,48338.356,15264.744
SO - 0002316,06-12-2017,12-12-2017,43,Wholesale,NZD,AXW291,82,2,11,3611.3,2780.701,39724.3,30587.711,9136.589
SO - 0003339,06-12-2017,16-12-2017,36,Wholesale,NZD,AXW291,55,2,8,2237.8,1297.924,17902.4,10383.392,7519.008
SO - 0006963,04-01-2018,13-01-2018,16,Wholesale,NZD,AXW291,21,2,6,6398.5,4606.92,38391,27641.52,10749.48
SO - 0004917,10-01-2018,17-01-2018,1,Wholesale,NZD,AXW291,30,2,7,187.6,88.172,1313.2,617.204,695.996
SO - 0006627,11-01-2018,24-01-2018,3,Wholesale,NZD,AXW291,61,2,5,1232.8,875.288,6164,4376.44,1787.56
SO - 0007136,19-01-2018,26-01-2018,46,Wholesale,NZD,AXW291,57,2,10,703.5,464.31,7035,4643.1,2391.9
SO - 0004069,25-01-2018,05-02-2018,29,Wholesale,NZD,AXW291,15,2,5,207.7,137.082,1038.5,685.41,353.09
SO - 0003219,27-01-2018,05-02-2018,10,Wholesale,NZD,AXW291,13,2,5,1112.2,878.638,5561,4393.19,1167.81
SO - 0007981,01-02-2018,08-02-2018,20,Wholesale,NZD,AXW291,83,2,11,4020,3135.6,44220,34491.6,9728.4
SO - 0005290,07-02-2018,17-02-2018,38,Wholesale,NZD,AXW291,90,2,9,3832.4,2069.496,34491.6,18625.464,15866.136
SO - 0005213,13-02-2018,28-02-2018,43,Wholesale,NZD,AXW291,96,2,8,214.4,107.2,1715.2,857.6,857.6
SO - 0006098,14-02-2018,03-03-2018,24,Wholesale,NZD,AXW291,49,2,6,3973.1,3377.135,23838.6,20262.81,3575.79
SO - 0005169,16-02-2018,25-02-2018,30,Wholesale,NZD,AXW291,63,2,12,1762.1,1180.607,21145.2,14167.284,6977.916
SO - 0002121,18-02-2018,01-03-2018,26,Wholesale,NZD,AXW291,68,2,10,2827.4,2403.29,28274,24032.9,4241.1
SO - 0007394,23-02-2018,04-03-2018,27,Wholesale,NZD,AXW291,81,2,6,207.7,149.544,1246.2,897.264,348.936
SO - 0003350,24-02-2018,07-03-2018,22,Wholesale,NZD,AXW291,39,2,10,1688.4,1063.692,16884,10636.92,6247.08
SO - 0007053,24-02-2018,02-03-2018,13,Wholesale,NZD,AXW291,49,2,8,2003.3,1422.343,16026.4,11378.744,4647.656
SO - 0004513,25-02-2018,01-03-2018,15,Wholesale,NZD,AXW291,97,2,7,201,114.57,1407,801.99,605.01
SO - 0006063,04-03-2018,18-03-2018,30,Wholesale,NZD,AXW291,47,2,7,891.1,623.77,6237.7,4366.39,1871.31
SO - 000241,09-03-2018,15-03-2018,28,Wholesale,NZD,AXW291,75,2,12,978.2,743.432,11738.4,8921.184,2817.216
SO - 0002267,12-03-2018,26-03-2018,42,Wholesale,NZD,AXW291,59,2,12,1038.5,508.865,12462,6106.38,6355.62
SO - 0006998,27-03-2018,04-04-2018,35,Wholesale,NZD,AXW291,62,2,10,3906.1,1757.745,39061,17577.45,21483.55
SO - 0004572,05-04-2018,15-04-2018,31,Wholesale,NZD,AXW291,31,2,8,2385.2,1526.528,19081.6,12212.224,6869.376
SO - 000376,11-04-2018,15-04-2018,43,Wholesale,NZD,AXW291,81,2,7,3919.5,2234.115,27436.5,15638.805,11797.695
SO - 0003697,16-04-2018,28-04-2018,45,Wholesale,NZD,AXW291,38,2,7,2532.6,1874.124,17728.2,13118.868,4609.332
SO - 0001330,25-04-2018,09-05-2018,14,Wholesale,NZD,AXW291,59,2,11,2680,2010,29480,22110,7370
SO - 0002358,28-04-2018,13-05-2018,49,Wholesale,NZD,AXW291,69,2,10,2479,1512.19,24790,15121.9,9668.1
SO - 0002068,02-05-2018,16-05-2018,37,Wholesale,NZD,AXW291,58,2,10,3832.4,1877.876,38324,18778.76,19545.24
SO - 0006235,02-05-2018,17-05-2018,40,Wholesale,NZD,AXW291,21,2,12,3879.3,3103.44,46551.6,37241.28,9310.32
SO - 0007232,06-05-2018,22-05-2018,18,Wholesale,NZD,AXW291,63,2,6,3537.6,1627.296,21225.6,9763.776,11461.824
SO - 0003914,07-05-2018,17-05-2018,26,Wholesale,NZD,AXW291,66,2,6,2331.6,1678.752,13989.6,10072.512,3917.088
SO - 0004438,10-05-2018,20-05-2018,25,Wholesale,NZD,AXW291,5,2,8,951.4,704.036,7611.2,5632.288,1978.912
SO - 0005565,10-05-2018,27-05-2018,1,Wholesale,NZD,AXW291,81,2,12,3993.2,1916.736,47918.4,23000.832,24917.568
SO - 0007545,17-05-2018,01-06-2018,9,Wholesale,NZD,AXW291,26,2,6,5333.2,2986.592,31999.2,17919.552,14079.648
SO - 0007139,02-01-2017,09-01-2017,45,Wholesale,NZD,AXW291,80,1,6,2418.7,1910.773,14512.2,11464.638,3047.562
SO - 000848,03-01-2017,12-01-2017,36,Wholesale,NZD,AXW291,97,1,9,2217.7,1596.744,19959.3,14370.696,5588.604
SO - 0003367,15-01-2017,25-01-2017,35,Wholesale,NZD,AXW291,36,1,5,2968.1,1187.24,14840.5,5936.2,8904.3
SO - 000561,19-01-2017,23-01-2017,48,Wholesale,NZD,AXW291,54,1,7,1206,663.3,8442,4643.1,3798.9
SO - 0002122,20-01-2017,25-01-2017,42,Wholesale,NZD,AXW291,71,1,6,884.4,689.832,5306.4,4138.992,1167.408
SO - 0007767,22-01-2017,28-01-2017,47,Wholesale,NZD,AXW291,76,1,6,1842.5,1252.9,11055,7517.4,3537.6
SO - 0006241,26-01-2017,03-02-2017,44,Wholesale,NZD,AXW291,9,1,10,1065.3,628.527,10653,6285.27,4367.73
SO - 0001700,29-01-2017,05-02-2017,41,Wholesale,NZD,AXW291,15,1,8,857.6,686.08,6860.8,5488.64,1372.16
SO - 0007067,02-02-2017,14-02-2017,11,Wholesale,NZD,AXW291,59,1,11,2592.9,1192.734,28521.9,13120.074,15401.826
SO - 0004551,05-02-2017,18-02-2017,42,Wholesale,NZD,AXW291,5,1,9,1775.5,1154.075,15979.5,10386.675,5592.825
SO - 0004541,14-02-2017,28-02-2017,4,Wholesale,NZD,AXW291,33,1,10,1782.2,1069.32,17822,10693.2,7128.8
SO - 0008008,15-02-2017,01-03-2017,25,Wholesale,NZD,AXW291,42,1,11,6210.9,3540.213,68319.9,38942.343,29377.557
SO - 0005244,19-02-2017,08-03-2017,43,Wholesale,NZD,AXW291,35,1,10,1038.5,737.335,10385,7373.35,3011.65
SO - 0006677,20-02-2017,06-03-2017,18,Wholesale,NZD,AXW291,75,1,9,958.1,699.413,8622.9,6294.717,2328.183
SO - 0006316,04-03-2017,10-03-2017,22,Wholesale,NZD,AXW291,84,1,6,1319.9,989.925,7919.4,5939.55,1979.85
SO - 000627,05-03-2017,17-03-2017,33,Wholesale,NZD,AXW291,81,1,6,207.7,135.005,1246.2,810.03,436.17
SO - 000335,12-03-2017,19-03-2017,26,Wholesale,NZD,AXW291,55,1,10,2579.5,1960.42,25795,19604.2,6190.8
SO - 0006214,13-03-2017,25-03-2017,29,Wholesale,NZD,AXW291,2,1,9,1065.3,490.038,9587.7,4410.342,5177.358
SO - 0003020,16-03-2017,02-04-2017,9,Wholesale,NZD,AXW291,25,1,11,1078.7,798.238,11865.7,8780.618,3085.082
SO - 0001835,29-03-2017,11-04-2017,13,Wholesale,NZD,AXW291,8,1,10,3832.4,2184.468,38324,21844.68,16479.32
SO - 0002213,31-03-2017,10-04-2017,30,Wholesale,NZD,AXW291,61,1,5,1701.8,1242.314,8509,6211.57,2297.43
SO - 000250,16-04-2017,20-04-2017,17,Wholesale,NZD,AXW291,62,1,11,3993.2,3314.356,43925.2,36457.916,7467.284
SO - 0007722,22-04-2017,04-05-2017,17,Wholesale,NZD,AXW291,66,1,10,187.6,105.056,1876,1050.56,825.44
SO - 0007432,23-04-2017,08-05-2017,9,Wholesale,NZD,AXW291,50,1,7,2519.2,1662.672,17634.4,11638.704,5995.696
SO - 0005570,01-05-2017,14-05-2017,15,Wholesale,NZD,AXW291,93,1,10,1118.9,861.553,11189,8615.53,2573.47
SO - 0004014,05-05-2017,09-05-2017,3,Wholesale,NZD,AXW291,11,1,11,1112.2,500.49,12234.2,5505.39,6728.81
SO - 0002883,10-05-2017,20-05-2017,3,Wholesale,NZD,AXW291,17,1,9,2599.6,1221.812,23396.4,10996.308,12400.092
SO - 0002989,10-05-2017,22-05-2017,25,Wholesale,NZD,AXW291,25,1,6,951.4,418.616,5708.4,2511.696,3196.704
SO - 0003767,11-05-2017,22-05-2017,28,Wholesale,NZD,AXW291,92,1,8,3892.7,2063.131,31141.6,16505.048,14636.552
SO - 0005218,12-05-2017,27-05-2017,41,Wholesale,NZD,AXW291,64,1,10,3872.6,2517.19,38726,25171.9,13554.1
SO - 0004706,16-05-2017,03-06-2017,25,Wholesale,NZD,AXW291,78,1,6,2418.7,1330.285,14512.2,7981.71,6530.49
SO - 0004535,17-05-2017,01-06-2017,5,Wholesale,NZD,AXW291,99,1,12,2606.3,1798.347,31275.6,21580.164,9695.436
SO - 0004282,20-05-2017,31-05-2017,11,Wholesale,NZD,AXW291,22,1,11,2284.7,1941.995,25131.7,21361.945,3769.755
SO - 0004467,20-05-2017,28-05-2017,33,Wholesale,NZD,AXW291,21,1,8,5185.8,3111.48,41486.4,24891.84,16594.56
SO - 0005125,25-05-2017,28-05-2017,14,Wholesale,NZD,AXW291,6,1,5,174.2,146.328,871,731.64,139.36
SO - 0003009,01-06-2017,11-06-2017,50,Wholesale,NZD,AXW291,44,1,8,2485.7,1019.137,19885.6,8153.096,11732.504
SO - 0007567,10-06-2017,28-06-2017,26,Wholesale,NZD,AXW291,61,1,5,1105.5,729.63,5527.5,3648.15,1879.35
SO - 0006081,18-06-2017,25-06-2017,48,Wholesale,NZD,AXW291,96,1,10,2211,1857.24,22110,18572.4,3537.6
SO - 0004472,19-06-2017,30-06-2017,37,Wholesale,NZD,AXW291,5,1,7,1038.5,477.71,7269.5,3343.97,3925.53
SO - 0007283,19-06-2017,05-07-2017,30,Wholesale,NZD,AXW291,92,1,6,3892.7,2880.598,23356.2,17283.588,6072.612
SO - 0006771,21-06-2017,09-07-2017,38,Wholesale,NZD,AXW291,76,1,12,3872.6,1549.04,46471.2,18588.48,27882.72
SO - 0004859,23-06-2017,02-07-2017,27,Wholesale,NZD,AXW291,61,1,6,2425.4,1164.192,14552.4,6985.152,7567.248
SO - 0007128,28-06-2017,07-07-2017,15,Wholesale,NZD,AXW291,80,1,6,5118.8,2303.46,30712.8,13820.76,16892.04
SO - 000342,06-07-2017,14-07-2017,23,Wholesale,NZD,AXW291,18,1,9,2479,1859.25,22311,16733.25,5577.75
SO - 0007116,06-07-2017,15-07-2017,12,Wholesale,NZD,AXW291,37,1,12,1139,728.96,13668,8747.52,4920.48
SO - 0005883,07-07-2017,12-07-2017,12,Wholesale,NZD,AXW291,13,1,11,2566.1,1539.66,28227.1,16936.26,11290.84
SO - 0004983,14-07-2017,23-07-2017,47,Wholesale,NZD,AXW291,24,1,11,2452.2,1986.282,26974.2,21849.102,5125.098
SO - 0007891,16-07-2017,19-07-2017,19,Wholesale,NZD,AXW291,55,1,5,904.5,506.52,4522.5,2532.6,1989.9
SO - 0005266,02-08-2017,05-08-2017,31,Wholesale,NZD,AXW291,95,1,6,2539.3,1904.475,15235.8,11426.85,3808.95
SO - 0006531,08-08-2017,12-08-2017,25,Wholesale,NZD,AXW291,87,1,7,1172.5,621.425,8207.5,4349.975,3857.525
SO - 0005984,12-08-2017,28-08-2017,5,Wholesale,NZD,AXW291,37,1,9,2505.8,1303.016,22552.2,11727.144,10825.056
SO - 0001634,16-08-2017,27-08-2017,11,Wholesale,NZD,AXW291,34,1,9,1152.4,898.872,10371.6,8089.848,2281.752
SO - 0005333,03-09-2017,07-09-2017,15,Wholesale,NZD,AXW291,29,1,7,2405.3,1154.544,16837.1,8081.808,8755.292
SO - 0007994,08-09-2017,19-09-2017,23,Wholesale,NZD,AXW291,49,1,12,1742,975.52,20904,11706.24,9197.76
SO - 0003568,12-09-2017,22-09-2017,37,Wholesale,NZD,AXW291,84,1,12,2465.6,1725.92,29587.2,20711.04,8876.16
SO - 0007033,14-09-2017,28-09-2017,38,Wholesale,NZD,AXW291,37,1,9,1045.2,606.216,9406.8,5455.944,3950.856
SO - 0002803,24-09-2017,28-09-2017,30,Wholesale,NZD,AXW291,90,1,7,1862.6,1434.202,13038.2,10039.414,2998.786
SO - 0007849,24-09-2017,29-09-2017,19,Wholesale,NZD,AXW291,74,1,5,3832.4,1877.876,19162,9389.38,9772.62
SO - 0005113,28-09-2017,15-10-2017,20,Wholesale,NZD,AXW291,47,1,6,2432.1,1361.976,14592.6,8171.856,6420.744
SO - 0006429,02-10-2017,19-10-2017,3,Wholesale,NZD,AXW291,24,1,7,1159.1,672.278,8113.7,4705.946,3407.754
SO - 0004043,03-10-2017,06-10-2017,38,Wholesale,NZD,AXW291,91,1,11,1159.1,475.231,12750.1,5227.541,7522.559
SO - 0001434,10-10-2017,20-10-2017,47,Wholesale,NZD,AXW291,83,1,12,1018.4,539.752,12220.8,6477.024,5743.776
SO - 0007976,13-10-2017,23-10-2017,29,Wholesale,NZD,AXW291,85,1,7,984.9,482.601,6894.3,3378.207,3516.093
SO - 0006836,28-10-2017,03-11-2017,4,Wholesale,NZD,AXW291,49,1,9,3879.3,2521.545,34913.7,22693.905,12219.795
SO - 0001931,31-10-2017,05-11-2017,5,Wholesale,NZD,AXW291,45,1,7,1782.2,1301.006,12475.4,9107.042,3368.358
SO - 0004824,02-11-2017,14-11-2017,14,Wholesale,NZD,AXW291,2,1,12,944.7,576.267,11336.4,6915.204,4421.196
SO - 0007178,04-11-2017,09-11-2017,8,Wholesale,NZD,AXW291,17,1,12,1058.6,508.128,12703.2,6097.536,6605.664
SO - 0003605,09-11-2017,21-11-2017,9,Wholesale,NZD,AXW291,46,1,11,884.4,742.896,9728.4,8171.856,1556.544
SO - 0006136,09-11-2017,12-11-2017,4,Wholesale,NZD,AXW291,11,1,11,3865.9,2087.586,42524.9,22963.446,19561.454
SO - 0003382,12-11-2017,24-11-2017,35,Wholesale,NZD,AXW291,71,1,12,1038.5,778.875,12462,9346.5,3115.5
SO - 0001423,11-12-2017,14-12-2017,24,Wholesale,NZD,AXW291,55,1,5,1025.1,563.805,5125.5,2819.025,2306.475
SO - 0006219,11-12-2017,28-12-2017,38,Wholesale,NZD,AXW291,34,1,5,3544.3,1524.049,17721.5,7620.245,10101.255
SO - 000260,14-12-2017,22-12-2017,26,Wholesale,NZD,AXW291,47,1,7,1005,412.05,7035,2884.35,4150.65
SO - 0006560,18-12-2017,27-12-2017,3,Wholesale,NZD,AXW291,18,1,10,911.2,637.84,9112,6378.4,2733.6
SO - 000444,22-12-2017,28-12-2017,48,Wholesale,NZD,AXW291,82,1,11,1118.9,794.419,12307.9,8738.609,3569.291
SO - 0002653,22-12-2017,27-12-2017,12,Wholesale,NZD,AXW291,5,1,5,1031.8,515.9,5159,2579.5,2579.5
SO - 0003148,24-12-2017,01-01-2018,34,Wholesale,NZD,AXW291,78,1,9,2512.5,1080.375,22612.5,9723.375,12889.125
SO - 0005089,27-12-2017,05-01-2018,41,Wholesale,NZD,AXW291,49,1,5,3912.8,1956.4,19564,9782,9782
SO - 0007533,30-12-2017,16-01-2018,8,Wholesale,NZD,AXW291,27,1,6,2371.8,1209.618,14230.8,7257.708,6973.092
SO - 0001336,09-01-2018,17-01-2018,23,Wholesale,NZD,AXW291,14,1,6,1025.1,574.056,6150.6,3444.336,2706.264
SO - 0006223,13-01-2018,22-01-2018,17,Wholesale,NZD,AXW291,68,1,10,2391.9,1793.925,23919,17939.25,5979.75
SO - 0002527,21-01-2018,25-01-2018,23,Wholesale,NZD,AXW291,75,1,5,1145.7,905.103,5728.5,4525.515,1202.985
SO - 0004724,24-01-2018,31-01-2018,43,Wholesale,NZD,AXW291,27,1,7,2572.8,1132.032,18009.6,7924.224,10085.376
SO - 0002006,25-01-2018,10-02-2018,14,Wholesale,NZD,AXW291,21,1,11,1996.6,1078.164,21962.6,11859.804,10102.796
SO - 0001000,26-01-2018,03-02-2018,27,Wholesale,NZD,AXW291,20,1,5,1286.4,887.616,6432,4438.08,1993.92
SO - 0001622,28-01-2018,07-02-2018,47,Wholesale,NZD,AXW291,63,1,6,2914.5,2448.18,17487,14689.08,2797.92
SO - 0005034,07-02-2018,16-02-2018,12,Wholesale,NZD,AXW291,39,1,7,5822.3,4541.394,40756.1,31789.758,8966.342
SO - 0001555,09-02-2018,20-02-2018,49,Wholesale,NZD,AXW291,74,1,8,871,722.93,6968,5783.44,1184.56
SO - 0006552,09-02-2018,15-02-2018,7,Wholesale,NZD,AXW291,50,1,9,6123.8,3306.852,55114.2,29761.668,25352.532
SO - 0002531,15-02-2018,24-02-2018,27,Wholesale,NZD,AXW291,39,1,7,1139,706.18,7973,4943.26,3029.74
SO - 0003857,23-02-2018,28-02-2018,39,Wholesale,NZD,AXW291,48,1,8,3852.5,3236.1,30820,25888.8,4931.2
SO - 0005261,23-02-2018,01-03-2018,33,Wholesale,NZD,AXW291,41,1,8,6237.7,4803.029,49901.6,38424.232,11477.368
SO - 0005384,25-02-2018,15-03-2018,4,Wholesale,NZD,AXW291,92,1,12,1072,621.76,12864,7461.12,5402.88
SO - 0002970,27-02-2018,07-03-2018,4,Wholesale,NZD,AXW291,2,1,11,2244.5,1705.82,24689.5,18764.02,5925.48
SO - 0001976,13-03-2018,31-03-2018,8,Wholesale,NZD,AXW291,97,1,11,1922.9,1365.259,21151.9,15017.849,6134.051
SO - 000460,18-03-2018,21-03-2018,10,Wholesale,NZD,AXW291,82,1,5,1728.6,708.726,8643,3543.63,5099.37
SO - 0003366,21-03-2018,06-04-2018,45,Wholesale,NZD,AXW291,40,1,8,2539.3,1929.868,20314.4,15438.944,4875.456
SO - 0006891,23-03-2018,27-03-2018,12,Wholesale,NZD,AXW291,9,1,10,3999.9,2999.925,39999,29999.25,9999.75
SO - 0001062,24-03-2018,27-03-2018,29,Wholesale,NZD,AXW291,43,1,8,864.3,553.152,6914.4,4425.216,2489.184
SO - 0001339,24-03-2018,29-03-2018,4,Wholesale,NZD,AXW291,88,1,6,2653.2,1538.856,15919.2,9233.136,6686.064
SO - 0007109,24-03-2018,07-04-2018,47,Wholesale,NZD,AXW291,65,1,11,1199.3,515.699,13192.3,5672.689,7519.611
SO - 0006272,27-03-2018,01-04-2018,18,Wholesale,NZD,AXW291,75,1,6,2659.9,1649.138,15959.4,9894.828,6064.572
SO - 0003890,29-03-2018,07-04-2018,7,Wholesale,NZD,AXW291,38,1,12,917.9,614.993,11014.8,7379.916,3634.884
SO - 0001217,30-03-2018,06-04-2018,36,Wholesale,NZD,AXW291,88,1,6,2010,1185.9,12060,7115.4,4944.6
SO - 000514,04-04-2018,15-04-2018,6,Wholesale,NZD,AXW291,20,1,7,3966.4,3054.128,27764.8,21378.896,6385.904
SO - 0006050,13-04-2018,25-04-2018,14,Wholesale,NZD,AXW291,83,1,6,2572.8,1312.128,15436.8,7872.768,7564.032
SO - 0004301,25-04-2018,05-05-2018,33,Wholesale,NZD,AXW291,80,1,10,201,168.84,2010,1688.4,321.6
SO - 000536,01-05-2018,15-05-2018,23,Wholesale,NZD,AXW291,91,1,12,3953,3280.99,47436,39371.88,8064.12
SO - 0004089,01-05-2018,12-05-2018,23,Wholesale,NZD,AXW291,23,1,8,3886,3225.38,31088,25803.04,5284.96
SO - 0002927,03-05-2018,12-05-2018,9,Wholesale,NZD,AXW291,8,1,8,1869.3,1196.352,14954.4,9570.816,5383.584
SO - 0006101,11-05-2018,20-05-2018,37,Wholesale,NZD,AXW291,21,1,12,6210.9,3353.886,74530.8,40246.632,34284.168
SO - 0004481,12-05-2018,18-05-2018,15,Wholesale,NZD,AXW291,56,1,11,871,409.37,9581,4503.07,5077.93
SO - 0003316,14-05-2018,20-05-2018,21,Wholesale,NZD,AXW291,67,1,9,6478.9,4923.964,58310.1,44315.676,13994.424
SO - 0001857,16-05-2018,21-05-2018,12,Wholesale,NZD,AXW291,53,1,5,1152.4,944.968,5762,4724.84,1037.16
SO - 000225,01-01-2017,13-01-2017,28,Wholesale,NZD,AXW291,71,11,6,2499.1,1824.343,14994.6,10946.058,4048.542
SO - 0004792,02-01-2017,13-01-2017,14,Wholesale,NZD,AXW291,82,11,6,167.5,83.75,1005,502.5,502.5
SO - 0004007,04-01-2017,13-01-2017,39,Wholesale,NZD,AXW291,99,11,11,1011.7,586.786,11128.7,6454.646,4674.054
SO - 000654,16-01-2017,29-01-2017,12,Wholesale,NZD,AXW291,40,11,11,1051.9,515.431,11570.9,5669.741,5901.159
SO - 0007229,18-01-2017,04-02-2017,21,Wholesale,NZD,AXW291,34,11,6,3879.3,2094.822,23275.8,12568.932,10706.868
SO - 0006229,25-01-2017,08-02-2017,32,Wholesale,NZD,AXW291,5,11,9,2278,1161.78,20502,10456.02,10045.98
SO - 0003066,08-02-2017,24-02-2017,38,Wholesale,NZD,AXW291,41,11,12,180.9,117.585,2170.8,1411.02,759.78
SO - 0007202,28-02-2017,18-03-2017,19,Wholesale,NZD,AXW291,90,11,9,911.2,583.168,8200.8,5248.512,2952.288
SO - 0007579,02-03-2017,20-03-2017,25,Wholesale,NZD,AXW291,35,11,12,931.3,651.91,11175.6,7822.92,3352.68
SO - 0007244,07-03-2017,25-03-2017,18,Wholesale,NZD,AXW291,41,11,11,1862.6,745.04,20488.6,8195.44,12293.16
SO - 0002257,29-03-2017,11-04-2017,2,Wholesale,NZD,AXW291,50,11,12,3912.8,3325.88,46953.6,39910.56,7043.04
SO - 0002427,01-04-2017,17-04-2017,18,Wholesale,NZD,AXW291,51,11,9,6499,4549.3,58491,40943.7,17547.3
SO - 0006252,05-04-2017,17-04-2017,14,Wholesale,NZD,AXW291,42,11,9,1326.6,1061.28,11939.4,9551.52,2387.88
SO - 0003092,15-04-2017,02-05-2017,48,Wholesale,NZD,AXW291,88,11,5,676.7,345.117,3383.5,1725.585,1657.915
SO - 0004643,22-04-2017,09-05-2017,8,Wholesale,NZD,AXW291,59,11,11,1098.8,516.436,12086.8,5680.796,6406.004
SO - 0007660,24-04-2017,12-05-2017,46,Wholesale,NZD,AXW291,61,11,5,2921.2,2103.264,14606,10516.32,4089.68
