OrderNumber,Order_Date,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Selling Price,Unit Cost,Sales,Total Cost,Profit
"SO - 0003061",2018-05-14 00:00:00.000,2018-05-19 00:00:00.000,31,"Wholesale","NZD","AXW291",81,7,6,1688.4,1401.372,10130.400000000001,8408.232,1722.1680000000015
"SO - 0003324",2018-05-15 00:00:00.000,2018-05-26 00:00:00.000,49,"Wholesale","NZD","AXW291",26,7,11,247.9,173.53,2726.9,1908.83,818.07000000000016
"SO - 000783",2018-05-16 00:00:00.000,2018-05-21 00:00:00.000,13,"Wholesale","NZD","AXW291",79,7,11,3865.9,3092.7200000000003,42524.9,34019.920000000006,8504.9799999999959
"SO - 0001516",2018-05-16 00:00:00.000,2018-05-19 00:00:00.000,49,"Wholesale","NZD","AXW291",71,7,5,3236.1,2329.9919999999997,16180.5,11649.96,4530.5400000000009
"SO - 0005976",2018-05-16 00:00:00.000,2018-05-30 00:00:00.000,29,"Wholesale","NZD","AXW291",64,7,7,1212.7,812.50900000000013,8488.9,5687.563000000001,2801.3369999999986
"SO - 0004592",2017-01-03 00:00:00.000,2017-01-06 00:00:00.000,17,"Wholesale","NZD","AXW291",6,2,12,5406.9000000000015,3676.6920000000005,64882.8,44120.304000000004,20762.496
"SO - 0005716",2017-01-03 00:00:00.000,2017-01-08 00:00:00.000,11,"Wholesale","NZD","AXW291",60,2,12,234.5,189.94500000000002,2814,2279.34,534.65999999999985
"SO - 0005751",2017-01-03 00:00:00.000,2017-01-21 00:00:00.000,29,"Wholesale","NZD","AXW291",47,2,5,1943,1651.55,9715,8257.75,1457.25
"SO - 0003221",2017-01-11 00:00:00.000,2017-01-18 00:00:00.000,49,"Wholesale","NZD","AXW291",27,2,9,2237.8,1409.814,20140.2,12688.326000000001,7451.874
"SO - 0008075",2017-01-13 00:00:00.000,2017-01-29 00:00:00.000,30,"Wholesale","NZD","AXW291",84,2,7,790.6,490.172,5534.2,3431.204,2102.9959999999996
"SO - 0001466",2017-01-17 00:00:00.000,2017-01-27 00:00:00.000,24,"Wholesale","NZD","AXW291",94,2,10,1172.5,715.225,11725,7152.25,4572.75
"SO - 0005207",2017-01-26 00:00:00.000,2017-02-05 00:00:00.000,32,"Wholesale","NZD","AXW291",34,2,10,857.6,497.40799999999996,8576,4974.08,3601.92
"SO - 0005249",2017-01-26 00:00:00.000,2017-01-29 00:00:00.000,15,"Wholesale","NZD","AXW291",55,2,11,1192.6000000000001,632.07800000000009,13118.600000000002,6952.8580000000011,6165.7420000000011
"SO - 0006238",2017-01-30 00:00:00.000,2017-02-04 00:00:00.000,2,"Wholesale","NZD","AXW291",55,2,9,2338.3,1286.0650000000003,21044.7,11574.585000000003,9470.114999999998
"SO - 0007852",2017-02-10 00:00:00.000,2017-02-15 00:00:00.000,3,"Wholesale","NZD","AXW291",44,2,9,1956.4,1604.248,17607.600000000002,14438.232,3169.3680000000022
"SO - 0005324",2017-02-14 00:00:00.000,2017-02-24 00:00:00.000,50,"Wholesale","NZD","AXW291",79,2,5,971.5,641.19,4857.5,3205.9500000000003,1651.5499999999997
"SO - 000801",2017-02-16 00:00:00.000,2017-02-21 00:00:00.000,33,"Wholesale","NZD","AXW291",96,2,5,1065.3,671.139,5326.5,3355.695,1970.8049999999998
"SO - 0006971",2017-02-17 00:00:00.000,2017-02-28 00:00:00.000,20,"Wholesale","NZD","AXW291",38,2,10,221.1,119.394,2211,1193.94,1017.06
"SO - 000962",2017-03-03 00:00:00.000,2017-03-17 00:00:00.000,24,"Wholesale","NZD","AXW291",43,2,9,837.5,644.875,7537.5,5803.875,1733.625
"SO - 0002405",2017-03-05 00:00:00.000,2017-03-23 00:00:00.000,23,"Wholesale","NZD","AXW291",70,2,7,964.80000000000007,694.65600000000006,6753.6,4862.5920000000006,1891.0079999999998
"SO - 0007671",2017-03-10 00:00:00.000,2017-03-23 00:00:00.000,16,"Wholesale","NZD","AXW291",61,2,7,2559.4,1023.7600000000001,17915.8,7166.3200000000006,10749.48
"SO - 0002793",2017-03-17 00:00:00.000,2017-04-04 00:00:00.000,17,"Wholesale","NZD","AXW291",1,2,7,1051.9,841.5200000000001,7363.3000000000011,5890.64,1472.6600000000008
"SO - 0004919",2017-03-20 00:00:00.000,2017-03-30 00:00:00.000,23,"Wholesale","NZD","AXW291",80,2,5,1963.1000000000001,1040.4430000000002,9815.5,5202.2150000000011,4613.2849999999989
"SO - 0002404",2017-03-21 00:00:00.000,2017-04-01 00:00:00.000,44,"Wholesale","NZD","AXW291",25,2,9,6157.3,4802.694,55415.700000000004,43224.246000000006,12191.453999999998
"SO - 0002282",2017-03-27 00:00:00.000,2017-03-31 00:00:00.000,39,"Wholesale","NZD","AXW291",42,2,9,2418.7000000000003,1596.3420000000003,21768.300000000003,14367.078000000003,7401.222
"SO - 000230",2017-03-30 00:00:00.000,2017-04-02 00:00:00.000,6,"Wholesale","NZD","AXW291",77,2,5,261.3,112.35900000000001,1306.5,561.79500000000007,744.70499999999993
"SO - 0002203",2017-04-02 00:00:00.000,2017-04-13 00:00:00.000,18,"Wholesale","NZD","AXW291",4,2,9,3819,2405.97,34371,21653.73,12717.27
"SO - 0007494",2017-04-02 00:00:00.000,2017-04-14 00:00:00.000,29,"Wholesale","NZD","AXW291",16,2,10,1943,796.63,19430,7966.3,11463.7
"SO - 0005951",2017-04-07 00:00:00.000,2017-04-21 00:00:00.000,36,"Wholesale","NZD","AXW291",37,2,8,3819,2902.44,30552,23219.52,7332.48
"SO - 0007528",2017-04-12 00:00:00.000,2017-04-25 00:00:00.000,33,"Wholesale","NZD","AXW291",62,2,6,2921.2000000000003,2307.7480000000005,17527.2,13846.488000000003,3680.7119999999977
"SO - 0001966",2017-04-20 00:00:00.000,2017-04-29 00:00:00.000,23,"Wholesale","NZD","AXW291",71,2,10,1172.5,973.175,11725,9731.75,1993.25
"SO - 0005075",2017-04-24 00:00:00.000,2017-05-12 00:00:00.000,7,"Wholesale","NZD","AXW291",32,2,10,1252.9,989.79100000000017,12529,9897.9100000000017,2631.0899999999983
"SO - 0003258",2017-04-27 00:00:00.000,2017-05-06 00:00:00.000,11,"Wholesale","NZD","AXW291",40,2,11,5788.8,2952.288,63676.8,32475.168,31201.632
"SO - 000963",2017-04-28 00:00:00.000,2017-05-06 00:00:00.000,37,"Wholesale","NZD","AXW291",43,2,12,1172.5,480.72499999999997,14070,5768.7,8301.3
"SO - 0006414",2017-04-28 00:00:00.000,2017-05-03 00:00:00.000,11,"Wholesale","NZD","AXW291",15,2,11,924.6,591.744,10170.6,6509.184,3661.416
"SO - 000564",2017-04-29 00:00:00.000,2017-05-14 00:00:00.000,27,"Wholesale","NZD","AXW291",52,2,5,857.6,394.49600000000004,4288,1972.4800000000002,2315.5199999999995
"SO - 0005365",2017-05-04 00:00:00.000,2017-05-18 00:00:00.000,19,"Wholesale","NZD","AXW291",77,2,9,1051.9,557.50700000000006,9467.1,5017.563,4449.537
"SO - 0005975",2017-05-11 00:00:00.000,2017-05-23 00:00:00.000,5,"Wholesale","NZD","AXW291",58,2,11,931.30000000000007,754.35300000000007,10244.300000000001,8297.8830000000016,1946.4169999999995
"SO - 000990",2017-05-13 00:00:00.000,2017-05-27 00:00:00.000,34,"Wholesale","NZD","AXW291",28,2,5,1065.3,649.833,5326.5,3249.165,2077.335
"SO - 0006589",2017-05-18 00:00:00.000,2017-05-26 00:00:00.000,10,"Wholesale","NZD","AXW291",77,2,8,3028.4,1423.348,24227.2,11386.784,12840.416000000001
"SO - 0005121",2017-05-19 00:00:00.000,2017-05-23 00:00:00.000,28,"Wholesale","NZD","AXW291",23,2,6,5681.6,4090.752,34089.600000000006,24544.512,9545.088000000007
"SO - 000786",2017-05-29 00:00:00.000,2017-06-05 00:00:00.000,31,"Wholesale","NZD","AXW291",50,2,11,3008.3,2406.6400000000003,33091.3,26473.040000000005,6618.2599999999984
"SO - 0004249",2017-06-19 00:00:00.000,2017-06-22 00:00:00.000,40,"Wholesale","NZD","AXW291",23,2,5,2532.6,1013.04,12663,5065.2,7597.8
"SO - 0003974",2017-06-23 00:00:00.000,2017-07-09 00:00:00.000,9,"Wholesale","NZD","AXW291",33,2,6,187.6,133.196,1125.6,799.17599999999993,326.424
"SO - 000159",2017-06-25 00:00:00.000,2017-07-05 00:00:00.000,47,"Wholesale","NZD","AXW291",91,2,12,857.6,686.08,10291.2,8232.9600000000009,2058.24
"SO - 000419",2017-06-30 00:00:00.000,2017-07-16 00:00:00.000,47,"Wholesale","NZD","AXW291",74,2,7,1092.1000000000001,546.05000000000007,7644.7000000000007,3822.3500000000004,3822.3500000000004
"SO - 0001331",2017-07-02 00:00:00.000,2017-07-08 00:00:00.000,46,"Wholesale","NZD","AXW291",68,2,8,2385.2000000000003,1836.6040000000003,19081.600000000002,14692.832000000002,4388.768
"SO - 0002948",2017-07-02 00:00:00.000,2017-07-16 00:00:00.000,18,"Wholesale","NZD","AXW291",64,2,8,3966.4,2657.4880000000003,31731.2,21259.904000000002,10471.295999999998
"SO - 0007554",2017-07-03 00:00:00.000,2017-07-13 00:00:00.000,23,"Wholesale","NZD","AXW291",53,2,5,2452.2000000000003,1741.0620000000001,12261.000000000002,8705.3100000000013,3555.6900000000005
"SO - 0002291",2017-07-04 00:00:00.000,2017-07-08 00:00:00.000,3,"Wholesale","NZD","AXW291",59,2,10,2271.3,1476.3450000000003,22713,14763.450000000003,7949.5499999999975
"SO - 0006957",2017-07-06 00:00:00.000,2017-07-23 00:00:00.000,11,"Wholesale","NZD","AXW291",38,2,9,1025.1000000000001,461.29500000000007,9225.9000000000015,4151.6550000000007,5074.2450000000008
"SO - 0005361",2017-07-07 00:00:00.000,2017-07-12 00:00:00.000,39,"Wholesale","NZD","AXW291",47,2,9,670,435.5,6030,3919.5,2110.5
"SO - 0007482",2017-07-08 00:00:00.000,2017-07-18 00:00:00.000,27,"Wholesale","NZD","AXW291",33,2,7,3068.6,2454.88,21480.2,17184.16,4296.0400000000009
"SO - 0001748",2017-07-11 00:00:00.000,2017-07-14 00:00:00.000,25,"Wholesale","NZD","AXW291",65,2,12,3296.4,2571.192,39556.8,30854.304,8702.4960000000028
"SO - 000167",2017-07-20 00:00:00.000,2017-07-24 00:00:00.000,30,"Wholesale","NZD","AXW291",50,2,6,3852.5,2465.6,23115,14793.599999999999,8321.4000000000015
"SO - 0006812",2017-07-23 00:00:00.000,2017-08-04 00:00:00.000,14,"Wholesale","NZD","AXW291",47,2,12,6023.3,3132.116,72279.6,37585.392,34694.208000000006
"SO - 0001862",2017-07-24 00:00:00.000,2017-07-29 00:00:00.000,12,"Wholesale","NZD","AXW291",100,2,6,2365.1,1750.174,14190.599999999999,10501.044,3689.5559999999987
"SO - 000326",2017-07-25 00:00:00.000,2017-07-31 00:00:00.000,22,"Wholesale","NZD","AXW291",50,2,11,1212.7,945.90600000000006,13339.7,10404.966,2934.7340000000004
"SO - 0002736",2017-08-03 00:00:00.000,2017-08-09 00:00:00.000,43,"Wholesale","NZD","AXW291",22,2,5,3999.9,1919.952,19999.5,9599.76,10399.74
"SO - 0004109",2017-08-03 00:00:00.000,2017-08-16 00:00:00.000,2,"Wholesale","NZD","AXW291",5,2,9,1989.9,1591.92,17909.100000000002,14327.28,3581.8200000000015
"SO - 0004098",2017-08-12 00:00:00.000,2017-08-29 00:00:00.000,40,"Wholesale","NZD","AXW291",44,2,10,1005,723.6,10050,7236,2814
"SO - 0001167",2017-08-15 00:00:00.000,2017-08-20 00:00:00.000,22,"Wholesale","NZD","AXW291",5,2,8,1809,1212.03,14472,9696.24,4775.76
"SO - 0003362",2017-08-17 00:00:00.000,2017-08-25 00:00:00.000,49,"Wholesale","NZD","AXW291",47,2,9,2318.2000000000003,1669.104,20863.800000000003,15021.936,5841.8640000000032
"SO - 0006468",2017-08-28 00:00:00.000,2017-09-04 00:00:00.000,12,"Wholesale","NZD","AXW291",16,2,8,3845.8,2269.022,30766.4,18152.176,12614.224000000002
"SO - 0006518",2017-08-28 00:00:00.000,2017-09-01 00:00:00.000,17,"Wholesale","NZD","AXW291",63,2,6,891.1,570.304,5346.6,3421.8239999999996,1924.7760000000007
"SO - 0003355",2017-08-30 00:00:00.000,2017-09-08 00:00:00.000,16,"Wholesale","NZD","AXW291",82,2,9,3819,2405.97,34371,21653.73,12717.27
"SO - 0004277",2017-09-01 00:00:00.000,2017-09-09 00:00:00.000,18,"Wholesale","NZD","AXW291",46,2,11,6405.2,2882.34,70457.2,31705.74,38751.459999999992
"SO - 0001119",2017-09-03 00:00:00.000,2017-09-17 00:00:00.000,26,"Wholesale","NZD","AXW291",60,2,6,5835.7,4726.917,35014.2,28361.502,6652.6979999999967
"SO - 0005611",2017-09-07 00:00:00.000,2017-09-15 00:00:00.000,28,"Wholesale","NZD","AXW291",11,2,6,931.30000000000007,447.024,5587.8,2682.1440000000002,2905.656
"SO - 0004864",2017-09-12 00:00:00.000,2017-09-30 00:00:00.000,35,"Wholesale","NZD","AXW291",10,2,9,1011.7,414.79699999999997,9105.3000000000011,3733.173,5372.1270000000013
"SO - 0007320",2017-09-12 00:00:00.000,2017-09-28 00:00:00.000,16,"Wholesale","NZD","AXW291",66,2,5,1118.9,794.419,5594.5,3972.095,1622.4050000000002
"SO - 000139",2017-09-20 00:00:00.000,2017-09-25 00:00:00.000,34,"Wholesale","NZD","AXW291",42,2,6,3497.4,1958.5440000000003,20984.4,11751.264000000003,9233.1359999999986
"SO - 0001846",2017-09-21 00:00:00.000,2017-09-24 00:00:00.000,30,"Wholesale","NZD","AXW291",52,2,12,1969.8,1378.86,23637.6,16546.32,7091.2799999999988
"SO - 0001885",2017-09-21 00:00:00.000,2017-10-04 00:00:00.000,11,"Wholesale","NZD","AXW291",86,2,8,3899.4,3275.496,31195.2,26203.968,4991.232
"SO - 0004701",2017-09-21 00:00:00.000,2017-10-03 00:00:00.000,40,"Wholesale","NZD","AXW291",19,2,5,3839.1,1881.1589999999999,19195.5,9405.795,9789.705
"SO - 0001819",2017-10-02 00:00:00.000,2017-10-05 00:00:00.000,24,"Wholesale","NZD","AXW291",48,2,12,2224.4,1801.7640000000001,26692.800000000003,21621.168,5071.6320000000014
"SO - 0004891",2017-10-03 00:00:00.000,2017-10-07 00:00:00.000,36,"Wholesale","NZD","AXW291",62,2,5,194.3,161.269,971.5,806.345,165.15499999999997
"SO - 000257",2017-10-04 00:00:00.000,2017-10-20 00:00:00.000,41,"Wholesale","NZD","AXW291",6,2,10,2003.3,801.32,20033,8013.2000000000007,12019.8
"SO - 0002839",2017-10-09 00:00:00.000,2017-10-24 00:00:00.000,9,"Wholesale","NZD","AXW291",50,2,6,931.30000000000007,474.963,5587.8,2849.7780000000002,2738.022
"SO - 0006100",2017-10-15 00:00:00.000,2017-10-29 00:00:00.000,38,"Wholesale","NZD","AXW291",68,2,8,1112.2,556.1,8897.6,4448.8,4448.8
"SO - 0005308",2017-10-23 00:00:00.000,2017-10-30 00:00:00.000,26,"Wholesale","NZD","AXW291",15,2,9,167.5,130.65,1507.5,1175.8500000000001,331.64999999999986
"SO - 0007204",2017-10-25 00:00:00.000,2017-10-28 00:00:00.000,7,"Wholesale","NZD","AXW291",87,2,10,227.8,134.402,2278,1344.02,933.98
"SO - 0006163",2017-11-01 00:00:00.000,2017-11-13 00:00:00.000,27,"Wholesale","NZD","AXW291",76,2,10,1058.6000000000001,529.30000000000007,10586.000000000002,5293.0000000000009,5293.0000000000009
"SO - 0001674",2017-11-02 00:00:00.000,2017-11-13 00:00:00.000,1,"Wholesale","NZD","AXW291",6,2,10,207.70000000000002,83.080000000000013,2077,830.80000000000018,1246.1999999999998
"SO - 0002202",2017-11-07 00:00:00.000,2017-11-23 00:00:00.000,8,"Wholesale","NZD","AXW291",70,2,9,3879.3,2056.029,34913.700000000004,18504.261,16409.439000000006
"SO - 0003703",2017-11-09 00:00:00.000,2017-11-15 00:00:00.000,44,"Wholesale","NZD","AXW291",100,2,8,247.9,168.572,1983.2,1348.576,634.624
"SO - 0002966",2017-11-11 00:00:00.000,2017-11-28 00:00:00.000,29,"Wholesale","NZD","AXW291",90,2,5,1078.7,755.09,5393.5,3775.4500000000003,1618.0499999999997
"SO - 0004629",2017-11-11 00:00:00.000,2017-11-25 00:00:00.000,49,"Wholesale","NZD","AXW291",16,2,11,810.7,680.988,8917.7,7490.868,1426.8320000000003
"SO - 0001200",2017-11-13 00:00:00.000,2017-11-19 00:00:00.000,32,"Wholesale","NZD","AXW291",36,2,12,1306.5,888.42000000000007,15678,10661.04,5016.9599999999991
"SO - 0007209",2017-11-20 00:00:00.000,2017-11-30 00:00:00.000,37,"Wholesale","NZD","AXW291",9,2,10,2499.1,2099.2439999999997,24991,20992.439999999995,3998.5600000000049
"SO - 0007871",2017-11-30 00:00:00.000,2017-12-17 00:00:00.000,46,"Wholesale","NZD","AXW291",46,2,12,1058.6000000000001,846.88000000000011,12703.2,10162.560000000001,2540.6399999999994
"SO - 0007990",2017-12-04 00:00:00.000,2017-12-17 00:00:00.000,47,"Wholesale","NZD","AXW291",13,2,8,3993.2000000000003,2395.92,31945.600000000002,19167.36,12778.240000000002
"SO - 0008006",2017-12-04 00:00:00.000,2017-12-18 00:00:00.000,29,"Wholesale","NZD","AXW291",86,2,6,3825.7000000000003,3251.8450000000003,22954.2,19511.07,3443.130000000001
"SO - 000666",2017-12-05 00:00:00.000,2017-12-11 00:00:00.000,22,"Wholesale","NZD","AXW291",84,2,11,5782.1,4394.3960000000006,63603.100000000006,48338.356000000007,15264.743999999999
"SO - 0002316",2017-12-06 00:00:00.000,2017-12-12 00:00:00.000,43,"Wholesale","NZD","AXW291",82,2,11,3611.3,2780.701,39724.3,30587.711,9136.5890000000036
"SO - 0003339",2017-12-06 00:00:00.000,2017-12-16 00:00:00.000,36,"Wholesale","NZD","AXW291",55,2,8,2237.8,1297.924,17902.4,10383.392,7519.0080000000016
"SO - 0006963",2018-01-04 00:00:00.000,2018-01-13 00:00:00.000,16,"Wholesale","NZD","AXW291",21,2,6,6398.5,4606.92,38391,27641.52,10749.48
"SO - 0004917",2018-01-10 00:00:00.000,2018-01-17 00:00:00.000,1,"Wholesale","NZD","AXW291",30,2,7,187.6,88.172,1313.2,617.204,695.99600000000009
"SO - 0006627",2018-01-11 00:00:00.000,2018-01-24 00:00:00.000,3,"Wholesale","NZD","AXW291",61,2,5,1232.8,875.2879999999999,6164,4376.44,1787.5600000000004
"SO - 0007136",2018-01-19 00:00:00.000,2018-01-26 00:00:00.000,46,"Wholesale","NZD","AXW291",57,2,10,703.5,464.31,7035,4643.1,2391.8999999999996
"SO - 0004069",2018-01-25 00:00:00.000,2018-02-05 00:00:00.000,29,"Wholesale","NZD","AXW291",15,2,5,207.70000000000002,137.08200000000002,1038.5,685.41000000000008,353.08999999999992
"SO - 0003219",2018-01-27 00:00:00.000,2018-02-05 00:00:00.000,10,"Wholesale","NZD","AXW291",13,2,5,1112.2,878.638,5561,4393.1900000000005,1167.8099999999995
"SO - 0007981",2018-02-01 00:00:00.000,2018-02-08 00:00:00.000,20,"Wholesale","NZD","AXW291",83,2,11,4020,3135.6,44220,34491.6,9728.4000000000015
"SO - 0005290",2018-02-07 00:00:00.000,2018-02-17 00:00:00.000,38,"Wholesale","NZD","AXW291",90,2,9,3832.4,2069.496,34491.6,18625.464,15866.135999999999
"SO - 0005213",2018-02-13 00:00:00.000,2018-02-28 00:00:00.000,43,"Wholesale","NZD","AXW291",96,2,8,214.4,107.2,1715.2,857.6,857.6
"SO - 0006098",2018-02-14 00:00:00.000,2018-03-03 00:00:00.000,24,"Wholesale","NZD","AXW291",49,2,6,3973.1,3377.1349999999998,23838.6,20262.809999999998,3575.7900000000009
"SO - 0005169",2018-02-16 00:00:00.000,2018-02-25 00:00:00.000,30,"Wholesale","NZD","AXW291",63,2,12,1762.1000000000001,1180.6070000000002,21145.2,14167.284000000003,6977.9159999999974
"SO - 0002121",2018-02-18 00:00:00.000,2018-03-01 00:00:00.000,26,"Wholesale","NZD","AXW291",68,2,10,2827.4,2403.29,28274,24032.9,4241.0999999999985
"SO - 0007394",2018-02-23 00:00:00.000,2018-03-04 00:00:00.000,27,"Wholesale","NZD","AXW291",81,2,6,207.70000000000002,149.544,1246.2,897.26400000000012,348.93599999999992
"SO - 0003350",2018-02-24 00:00:00.000,2018-03-07 00:00:00.000,22,"Wholesale","NZD","AXW291",39,2,10,1688.4,1063.692,16884,10636.92,6247.08
"SO - 0007053",2018-02-24 00:00:00.000,2018-03-02 00:00:00.000,13,"Wholesale","NZD","AXW291",49,2,8,2003.3,1422.3429999999998,16026.4,11378.743999999999,4647.6560000000009
"SO - 0004513",2018-02-25 00:00:00.000,2018-03-01 00:00:00.000,15,"Wholesale","NZD","AXW291",97,2,7,201,114.57,1407,801.99,605.01
"SO - 0006063",2018-03-04 00:00:00.000,2018-03-18 00:00:00.000,30,"Wholesale","NZD","AXW291",47,2,7,891.1,623.77,6237.7,4366.3899999999994,1871.3100000000004
"SO - 000241",2018-03-09 00:00:00.000,2018-03-15 00:00:00.000,28,"Wholesale","NZD","AXW291",75,2,12,978.2,743.432,11738.400000000001,8921.1840000000011,2817.2160000000003
"SO - 0002267",2018-03-12 00:00:00.000,2018-03-26 00:00:00.000,42,"Wholesale","NZD","AXW291",59,2,12,1038.5,508.865,12462,6106.38,6355.62
"SO - 0006998",2018-03-27 00:00:00.000,2018-04-04 00:00:00.000,35,"Wholesale","NZD","AXW291",62,2,10,3906.1,1757.745,39061,17577.449999999997,21483.550000000003
"SO - 0004572",2018-04-05 00:00:00.000,2018-04-15 00:00:00.000,31,"Wholesale","NZD","AXW291",31,2,8,2385.2000000000003,1526.5280000000002,19081.600000000002,12212.224000000002,6869.376
"SO - 000376",2018-04-11 00:00:00.000,2018-04-15 00:00:00.000,43,"Wholesale","NZD","AXW291",81,2,7,3919.5,2234.115,27436.5,15638.804999999998,11797.695000000002
"SO - 0003697",2018-04-16 00:00:00.000,2018-04-28 00:00:00.000,45,"Wholesale","NZD","AXW291",38,2,7,2532.6,1874.124,17728.2,13118.868,4609.332
"SO - 0001330",2018-04-25 00:00:00.000,2018-05-09 00:00:00.000,14,"Wholesale","NZD","AXW291",59,2,11,2680,2010,29480,22110,7370
"SO - 0002358",2018-04-28 00:00:00.000,2018-05-13 00:00:00.000,49,"Wholesale","NZD","AXW291",69,2,10,2479,1512.19,24790,15121.900000000001,9668.0999999999985
"SO - 0002068",2018-05-02 00:00:00.000,2018-05-16 00:00:00.000,37,"Wholesale","NZD","AXW291",58,2,10,3832.4,1877.876,38324,18778.76,19545.24
"SO - 0006235",2018-05-02 00:00:00.000,2018-05-17 00:00:00.000,40,"Wholesale","NZD","AXW291",21,2,12,3879.3,3103.4400000000005,46551.600000000006,37241.280000000006,9310.32
"SO - 0007232",2018-05-06 00:00:00.000,2018-05-22 00:00:00.000,18,"Wholesale","NZD","AXW291",63,2,6,3537.6,1627.296,21225.6,9763.776,11461.823999999999
"SO - 0003914",2018-05-07 00:00:00.000,2018-05-17 00:00:00.000,26,"Wholesale","NZD","AXW291",66,2,6,2331.6,1678.752,13989.599999999999,10072.511999999999,3917.0879999999997
"SO - 0004438",2018-05-10 00:00:00.000,2018-05-20 00:00:00.000,25,"Wholesale","NZD","AXW291",5,2,8,951.4,704.036,7611.2,5632.288,1978.9120000000003
"SO - 0005565",2018-05-10 00:00:00.000,2018-05-27 00:00:00.000,1,"Wholesale","NZD","AXW291",81,2,12,3993.2000000000003,1916.736,47918.4,23000.832000000002,24917.568
"SO - 0007545",2018-05-17 00:00:00.000,2018-06-01 00:00:00.000,9,"Wholesale","NZD","AXW291",26,2,6,5333.2,2986.592,31999.199999999997,17919.552,14079.647999999997
"SO - 0007139",2017-01-02 00:00:00.000,2017-01-09 00:00:00.000,45,"Wholesale","NZD","AXW291",80,1,6,2418.7000000000003,1910.7730000000004,14512.2,11464.638000000003,3047.5619999999981
"SO - 000848",2017-01-03 00:00:00.000,2017-01-12 00:00:00.000,36,"Wholesale","NZD","AXW291",97,1,9,2217.7000000000003,1596.7440000000001,19959.300000000003,14370.696000000002,5588.6040000000012
"SO - 0003367",2017-01-15 00:00:00.000,2017-01-25 00:00:00.000,35,"Wholesale","NZD","AXW291",36,1,5,2968.1,1187.24,14840.5,5936.2,8904.3
"SO - 000561",2017-01-19 00:00:00.000,2017-01-23 00:00:00.000,48,"Wholesale","NZD","AXW291",54,1,7,1206,663.30000000000007,8442,4643.1,3798.8999999999996
"SO - 0002122",2017-01-20 00:00:00.000,2017-01-25 00:00:00.000,42,"Wholesale","NZD","AXW291",71,1,6,884.4,689.832,5306.4,4138.992,1167.4079999999994
"SO - 0007767",2017-01-22 00:00:00.000,2017-01-28 00:00:00.000,47,"Wholesale","NZD","AXW291",76,1,6,1842.5,1252.9,11055,7517.4000000000015,3537.5999999999995
"SO - 0006241",2017-01-26 00:00:00.000,2017-02-03 00:00:00.000,44,"Wholesale","NZD","AXW291",9,1,10,1065.3,628.52699999999993,10653,6285.2699999999995,4367.7300000000005
